-1,70,70,-1,0
0,0,61,57,0
1,0,60,54,0
2,0,48,47,0
3,0,54,41,1
4,0,66,40,0
5,0,61,34,0
6,0,54,33,0
7,0,60,23,0
8,0,58,11,0
9,0,39,13,0
10,0,32,6,0
11,0,33,0,0
12,0,15,4,0
13,0,15,9,0
14,0,9,19,0
15,0,15,18,0
16,0,23,19,0
17,0,30,21,0
18,0,34,20,0
19,0,42,29,0
20,0,44,36,0
21,0,41,36,0
22,0,36,38,0
23,0,23,39,0
24,0,27,46,0
25,0,26,50,0
26,0,13,48,0
27,0,12,48,0
28,0,4,44,0
29,0,4,71,0
30,0,16,62,0
31,0,18,70,0
32,0,20,69,0
33,0,34,72,0
34,0,37,73,0
35,0,28,62,0
36,0,29,60,0
37,0,30,57,1
38,1,65,80,0
39,1,66,82,0
40,1,60,84,0
41,1,58,80,0
42,1,54,78,0
43,1,47,83,0
44,1,37,79,0
45,1,35,90,0
46,1,29,94,0
47,1,16,92,0
48,1,12,84,0
49,1,10,86,0
50,1,8,87,1
51,1,5,99,0
52,1,2,106,1
53,1,10,111,0
54,1,18,104,0
55,1,20,106,1
56,1,22,104,0
57,1,27,104,0
58,1,39,100,0
59,1,51,92,1
60,3,79,80,0
61,3,84,88,0
62,3,82,100,0
63,3,80,103,0
64,3,82,103,0
65,3,85,111,0
66,3,97,115,0
67,3,103,119,0
68,3,95,135,0
69,3,92,138,0
70,3,104,139,0
71,3,109,139,0
72,3,109,131,1
73,3,115,124,0
74,3,121,124,1
75,3,121,123,0
76,3,133,130,0
77,3,132,133,0
78,3,137,137,0
79,3,137,127,0
80,3,136,123,0
81,3,139,110,0
82,3,138,105,0
83,3,137,101,0
84,3,137,96,0
85,3,137,84,0
86,3,138,78,0
87,3,139,73,0
88,3,139,72,0
89,3,139,68,0
90,3,135,65,0
91,3,125,68,0
92,3,119,73,1
93,3,115,82,0
94,3,116,83,0
95,3,123,84,0
96,3,117,92,0
97,3,120,102,1
